School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM
Northern Iowa,34,20,14,.588,6.99,4.74,9,9,13,3,5,10,2216,2106,,62.9,103.6,.345,.394,.543,47.5,50.9,9.5,5.4,.507,15.3,24.6,.252,+9.57,106.9,97.3,61.6,+.002,+5.57,106.7,101.1,+4.18
Northwestern,33,19,14,.576,8.87,7.84,8,10,12,5,4,8,2286,2252,,62.8,109.1,.338,.440,.562,41.7,64.8,10.5,10.5,.535,14.1,26.3,.233,+10.53,114.8,104.3,62.5,+.049,+8.54,107.5,98.9,-1.79
Northwestern State,32,16,16,.500,-6.29,-4.15,8,8,11,3,5,11,2259,2239,,71.0,98.3,.431,.337,.506,45.3,52.1,12.2,14.8,.478,17.4,33.1,.263,-5.39,97.3,102.7,69.3,+.005,-3.69,100.6,104.3,+2.78
Notre Dame,34,22,12,.647,11.18,6.47,13,5,16,1,5,5,2257,2097,,61.6,106.3,.374,.369,.532,47.4,63.6,8.3,8.3,.495,13.9,30.5,.263,+14.22,110.9,96.7,60.2,+.032,+6.94,106.4,99.4,-4.28
Oakland,36,20,16,.556,0.29,-0.54,11,7,12,5,8,9,2875,2831,,70.1,112.8,.417,.425,.570,47.4,50.3,9.1,5.4,.530,14.6,31.4,.307,+1.72,114.4,112.7,69.7,+.021,-0.16,103.8,104.0,+5.28
Ohio,37,29,8,.784,7.17,0.17,11,5,16,1,8,6,2597,2311,,66.8,104.4,.355,.384,.527,46.7,54.2,14.0,8.5,.494,16.3,33.9,.245,+11.88,106.6,94.7,66.0,+.022,+0.80,103.6,102.8,-2.97
Ohio State,39,31,8,.795,23.95,9.07,13,5,17,2,7,4,2913,2333,,66.9,111.6,.381,.269,.556,53.7,53.7,10.8,9.3,.521,14.6,34.9,.270,+30.07,118.1,88.1,66.9,-.050,+10.10,108.9,98.8,-3.34
Oklahoma,31,15,16,.484,7.28,6.67,5,13,11,5,1,8,2142,2123,,67.2,102.4,.311,.219,.511,50.3,54.3,9.3,9.0,.473,15.9,36.2,.226,+6.64,105.4,98.8,66.6,-.017,+6.61,107.3,100.7,-6.37
Oklahoma State,33,15,18,.455,7.02,8.95,7,11,11,4,2,8,2209,2249,,66.3,99.9,.390,.360,.531,43.8,50.4,9.7,10.8,.485,16.0,24.0,.288,+7.62,107.1,99.5,65.5,-.016,+9.87,107.8,97.9,+3.38
Old Dominion,36,22,14,.611,4.08,0.36,13,5,12,7,8,4,2368,2234,,65.1,99.0,.368,.311,.484,52.1,54.0,13.2,13.8,.455,16.8,39.8,.227,+6.08,102.0,95.9,64.5,-.006,-0.01,102.7,102.7,+4.47
Oral Roberts,34,27,7,.794,5.24,-1.50,17,1,15,1,10,4,2467,2238,,64.1,111.9,.418,.284,.576,50.4,53.1,10.1,7.3,.535,16.9,35.0,.312,+8.04,111.8,103.7,63.2,+.063,-2.41,102.7,105.1,+0.56
Oregon,34,24,10,.706,10.19,4.72,13,5,17,3,7,5,2527,2341,,67.9,109.5,.385,.349,.567,49.1,54.9,8.8,8.8,.534,16.4,33.1,.273,+11.81,114.2,102.4,66.8,+.039,+3.43,103.9,100.5,-3.09
Oregon State,36,21,15,.583,8.84,3.38,7,11,14,6,4,7,2841,2617,,70.9,109.1,.445,.294,.560,48.2,57.0,12.6,11.6,.528,16.7,33.8,.301,+8.22,111.0,102.7,70.0,-.059,+1.98,103.8,101.9,-8.02
Pacific,30,11,19,.367,-8.04,-2.61,6,10,8,7,3,11,1888,2022,,63.2,98.7,.365,.392,.506,44.5,58.4,8.1,5.8,.468,16.2,29.8,.251,-10.07,97.8,107.8,61.5,-.027,-3.07,102.9,105.9,-2.20
Penn State,32,12,20,.375,3.72,7.75,4,14,10,7,1,10,1977,2106,,63.6,97.1,.318,.366,.485,49.3,49.5,10.7,8.9,.449,16.1,34.4,.218,+3.38,102.9,99.5,63.1,-.024,+8.23,108.5,100.3,-3.35
Pennsylvania,33,20,13,.606,1.12,-0.10,11,3,12,7,8,5,2146,2106,,63.2,101.7,.296,.368,.543,44.7,58.3,11.4,7.6,.512,17.3,27.0,.216,+2.88,104.0,101.1,62.0,+.058,-0.38,102.9,103.2,+1.73
Pepperdine,29,10,19,.345,-7.40,-0.23,4,12,6,7,4,10,1719,1911,,62.9,93.9,.368,.298,.480,49.4,59.4,7.4,8.5,.443,18.0,34.1,.242,-10.41,94.6,105.0,60.8,+.016,-0.67,104.0,104.6,-5.03
Pittsburgh,39,22,17,.564,9.43,5.89,5,13,15,7,5,9,2692,2554,,62.6,109.9,.319,.327,.540,52.6,60.4,7.5,7.4,.510,16.6,41.0,.223,+11.34,113.4,102.0,62.3,-.036,+6.05,106.1,100.1,-2.78
Portland,31,7,24,.226,-7.88,3.82,3,13,3,9,1,14,2018,2357,,68.2,95.0,.338,.300,.514,47.2,50.9,6.8,7.3,.475,19.8,31.6,.242,-10.21,99.3,109.5,66.4,+.017,+4.57,106.2,101.6,+8.70
Portland State,32,17,15,.531,-4.04,-4.07,10,6,10,3,5,11,2438,2345,,68.6,110.6,.435,.303,.577,49.8,43.7,7.7,6.8,.536,16.9,33.0,.320,-3.36,108.0,111.4,66.1,-.004,-4.45,101.9,106.4,+1.72
Prairie View,32,14,18,.438,-16.87,-10.29,10,8,8,3,4,11,2016,2101,,71.2,88.5,.327,.277,.454,48.3,45.8,11.0,8.8,.436,18.8,34.3,.177,-18.01,85.5,103.5,70.0,+.045,-11.52,95.2,106.7,+7.38
Presbyterian,29,14,15,.483,-6.76,-4.65,8,10,7,8,7,7,1889,1918,,62.0,104.6,.395,.346,.558,47.8,48.9,7.3,4.6,.524,18.1,30.4,.278,-7.61,102.8,110.4,59.4,+.023,-6.08,100.9,107.0,-2.31
Princeton,32,20,12,.625,2.57,-1.00,10,4,10,2,9,9,2141,1999,,63.4,104.0,.309,.374,.555,48.3,59.9,9.9,9.6,.532,17.0,26.9,.210,+7.26,107.8,100.5,62.5,-.018,+0.94,102.9,101.9,+3.09
Providence,32,15,17,.469,4.16,4.56,4,14,11,6,4,8,2203,2216,,65.8,104.2,.394,.248,.514,48.0,56.3,8.0,13.0,.471,15.4,36.1,.277,+4.09,110.1,106.0,65.2,-.012,+5.33,104.7,99.3,-10.96
Purdue,35,22,13,.629,13.88,8.05,10,8,13,4,5,5,2514,2310,,64.6,111.2,.341,.373,.536,46.6,52.9,10.0,8.9,.511,11.5,31.8,.224,+16.25,116.2,99.9,64.3,-.003,+8.81,108.4,99.6,-2.64
Quinnipiac,32,18,14,.563,-2.01,-5.80,10,8,9,4,9,9,2271,2150,,67.5,104.3,.382,.218,.495,54.4,47.9,7.8,8.9,.462,15.0,42.3,.244,+1.44,104.0,102.5,65.6,-.071,-4.68,100.5,105.2,-2.22
Radford,32,6,26,.188,-13.14,-3.34,2,16,5,11,1,13,1959,2195,,66.8,91.6,.310,.362,.469,44.6,49.2,10.9,6.9,.440,17.6,32.4,.197,-16.70,90.1,106.8,64.1,-.064,-4.34,101.9,106.3,-0.01
Rhode Island,31,7,24,.226,-3.78,3.10,4,12,4,11,2,13,2126,2339,,67.9,98.6,.343,.314,.484,50.2,46.0,9.3,10.4,.445,17.0,39.0,.237,-5.13,102.7,107.8,66.5,-.047,+3.63,104.5,100.9,+0.01
Rice,35,19,16,.543,1.42,1.10,8,8,12,6,7,7,2438,2322,,69.0,100.6,.400,.298,.533,48.7,59.7,10.6,12.0,.498,17.3,27.8,.273,+1.85,100.9,99.0,67.9,-.007,+0.91,102.9,101.9,-2.72
Richmond,32,16,16,.500,4.71,2.90,7,9,11,4,4,11,2207,2149,,64.7,106.2,.394,.413,.549,43.7,54.8,9.3,12.3,.501,15.4,27.9,.301,+6.13,109.3,103.2,62.8,-.047,+3.84,104.9,101.1,+0.41
Rider,32,13,19,.406,-5.40,-2.40,10,8,8,5,5,10,2291,2387,,68.8,102.9,.408,.381,.560,45.2,57.5,8.6,10.8,.522,19.1,28.2,.294,-4.96,104.3,109.3,67.4,-.002,-1.34,102.4,103.8,+2.06
Robert Morris,37,26,11,.703,0.67,-4.30,13,5,11,3,14,8,2532,2348,,64.8,105.2,.427,.338,.521,51.2,58.4,12.8,8.1,.477,17.4,40.3,.299,+4.96,105.9,100.9,63.0,+.040,-2.99,101.2,104.2,+3.95
Rutgers,32,14,18,.438,5.42,5.76,6,12,11,7,2,8,2095,2106,,65.8,98.3,.317,.280,.505,47.2,53.3,12.2,11.7,.471,18.6,36.6,.221,+5.14,102.0,96.9,65.3,-.048,+5.92,106.2,100.3,-5.35
SIU Edwardsville,27,10,17,.370,-13.30,-5.50,6,10,7,6,3,9,1775,1924,,67.9,96.7,.367,.323,.533,45.3,52.7,8.3,5.8,.505,19.9,28.0,.240,-15.10,95.4,110.5,67.7,+.060,-5.63,100.3,105.9,-5.33
Sacramento State,28,10,18,.357,-9.67,-5.71,5,11,6,9,4,9,1875,1936,,65.8,101.8,.386,.305,.539,48.7,58.2,7.1,6.4,.503,18.0,31.0,.270,-12.03,98.2,110.2,64.9,-.087,-7.23,101.0,108.3,-7.04
Sacred Heart,32,14,18,.438,-6.87,-5.56,8,10,7,6,5,11,2277,2319,,68.3,102.6,.349,.319,.556,47.8,55.3,9.5,8.6,.519,19.3,31.3,.260,-5.99,102.6,108.6,66.0,-.027,-5.27,100.0,105.3,-3.97
Saint Francis (PA),29,6,23,.207,-13.18,-4.42,5,13,5,8,1,15,1763,2017,,64.3,94.6,.349,.282,.532,42.7,55.7,10.1,7.6,.506,21.6,27.9,.228,-15.24,95.3,110.5,63.0,-.049,-3.55,101.9,105.4,+4.36
Saint Joseph's,34,20,14,.588,8.25,4.25,9,7,13,4,5,8,2446,2310,,66.2,106.8,.363,.334,.560,48.6,56.3,7.1,17.1,.531,16.5,29.8,.251,+10.92,110.5,99.6,65.0,-.052,+4.93,105.9,101.0,+3.13
Saint Louis,34,26,8,.765,15.15,4.06,12,4,15,1,6,5,2336,1960,,63.2,108.3,.360,.366,.550,48.4,56.4,10.9,8.0,.515,15.2,31.6,.259,+21.20,111.9,90.7,61.9,-.056,+4.36,105.0,100.6,-2.55
Saint Mary's (CA),33,27,6,.818,11.26,0.78,14,2,16,1,8,3,2467,2068,,64.8,115.0,.385,.394,.576,54.2,60.7,10.6,7.8,.541,15.2,35.9,.281,+15.48,114.3,98.8,63.4,+.036,+0.17,104.1,103.9,-2.17
Saint Peter's,31,5,26,.161,-13.37,-2.44,4,14,3,10,2,13,1799,2138,,65.7,88.3,.290,.297,.480,43.3,58.4,11.6,10.4,.453,20.5,30.1,.188,-17.05,89.6,106.7,63.3,-.044,-1.40,102.5,103.9,+1.64
Sam Houston State,32,13,19,.406,-9.09,-3.20,7,9,8,7,5,9,1875,1941,,64.5,90.5,.436,.317,.492,49.2,62.1,8.9,6.7,.463,20.5,31.1,.261,-10.62,89.8,100.4,62.5,-.012,-2.61,101.0,103.6,+3.89
Samford,30,11,19,.367,-8.68,-2.96,8,10,7,8,4,10,1984,2092,,63.9,102.7,.298,.461,.542,45.0,58.8,8.3,6.5,.521,17.4,29.1,.195,-10.53,102.1,112.6,61.6,+.023,-3.84,100.9,104.8,+2.98
San Diego,31,13,18,.419,-3.76,0.87,7,9,6,8,4,7,2079,2179,,67.3,99.3,.363,.333,.538,44.5,56.6,9.9,8.8,.512,18.0,26.7,.238,-4.29,102.0,106.3,65.3,+.004,+0.24,102.9,102.7,-2.32
San Diego State,34,26,8,.765,9.04,3.79,10,4,17,2,7,4,2416,2166,,66.6,105.1,.369,.304,.540,51.1,48.3,8.2,6.4,.505,16.0,31.5,.259,+11.16,107.0,95.8,65.8,+.059,+3.33,104.8,101.5,-3.76
San Francisco,34,20,14,.588,1.90,-0.17,8,8,12,5,5,6,2563,2413,,69.5,107.8,.384,.351,.558,48.8,51.9,12.0,5.3,.528,16.1,30.4,.264,+2.28,109.0,106.7,67.9,-.001,-1.44,102.3,103.8,-5.75
San Jose State,31,9,22,.290,-7.86,-1.19,1,13,6,8,2,13,2099,2261,,65.7,100.6,.324,.387,.503,44.8,58.2,7.2,3.3,.459,14.0,29.9,.241,-9.60,100.2,109.8,63.9,-.045,-1.48,103.5,105.0,-4.91
Santa Clara,30,8,22,.267,-6.79,0.96,0,16,6,9,0,11,2085,2245,,67.2,102.6,.332,.375,.514,45.6,53.6,7.4,8.6,.478,14.6,30.6,.235,-9.91,103.6,113.5,65.2,-.075,+0.28,103.5,103.3,-2.25
Savannah State,33,21,12,.636,-3.59,-5.92,14,2,14,1,6,10,2089,1949,,65.0,97.1,.384,.327,.493,50.9,56.6,10.7,9.4,.470,18.7,38.5,.226,-1.73,95.2,96.9,62.8,+.065,-7.51,98.1,105.6,+0.09
Seattle,27,12,15,.444,-4.18,-2.76,0,0,9,6,2,9,2065,2025,,75.4,101.0,.253,.323,.514,49.9,47.9,11.1,8.8,.488,17.1,34.3,.176,-5.25,98.7,104.0,74.4,-.071,-4.76,102.3,107.1,-2.17
Seton Hall,34,21,13,.618,10.23,5.70,8,10,14,4,4,7,2324,2170,,66.0,102.4,.327,.349,.526,49.0,57.1,12.5,8.9,.497,16.3,32.2,.221,+12.19,106.7,94.6,64.8,+.001,+5.47,105.9,100.4,-3.76
Siena,31,14,17,.452,-5.71,-2.94,8,10,10,4,3,10,1975,2061,,65.9,96.2,.341,.281,.502,48.7,54.5,8.8,9.1,.467,18.2,33.2,.232,-5.62,97.3,103.0,64.5,+.043,-2.61,101.6,104.2,-1.51
South Alabama,29,17,12,.586,-2.81,-1.98,8,8,9,5,6,6,1935,1947,,65.7,100.2,.387,.249,.509,53.0,47.4,7.4,12.8,.467,19.8,42.9,.271,-3.57,101.1,104.6,64.8,+.104,-2.69,101.2,103.9,-3.25
South Carolina,31,10,21,.323,2.65,6.27,2,14,9,9,1,9,1903,2015,,62.2,98.3,.267,.365,.493,46.0,44.8,11.0,14.7,.462,17.0,36.1,.187,+0.63,103.5,102.9,61.7,-.069,+5.90,105.5,99.6,-5.23
South Carolina State,31,5,26,.161,-20.80,-6.11,0,16,4,9,1,16,2001,2391,,69.6,92.0,.351,.273,.469,46.4,45.4,8.8,10.2,.433,18.7,36.3,.228,-24.49,92.4,116.9,68.5,-.029,-6.20,99.7,105.9,+0.30
South Carolina Upstate,34,21,13,.618,-0.16,-1.60,13,5,13,1,7,10,2426,2321,,69.1,102.8,.343,.304,.515,51.0,49.5,12.1,11.9,.490,17.9,39.9,.219,+3.22,103.1,99.9,67.0,+.032,-0.63,103.6,104.2,+1.07
South Dakota,28,10,18,.357,-9.56,-2.88,5,13,7,7,3,11,1982,2101,,69.2,101.4,.336,.339,.542,45.1,56.2,9.4,8.7,.511,16.6,25.3,.235,-10.47,99.0,109.5,68.0,-.016,-3.31,103.4,106.7,-7.48
South Dakota State,35,27,8,.771,7.34,-1.87,15,3,14,0,8,7,2689,2329,,66.1,114.9,.399,.371,.576,48.9,54.5,10.1,4.9,.540,13.7,31.2,.290,+11.62,113.7,102.1,64.8,+.030,-1.92,103.2,105.1,+2.04
South Florida,36,22,14,.611,9.20,7.29,12,6,14,2,5,8,2134,2037,,59.7,98.6,.338,.303,.521,50.5,54.8,9.2,10.8,.485,19.1,34.2,.239,+13.13,103.9,90.8,58.5,+.040,+8.17,107.2,99.0,+1.27
Southeast Missouri State,31,15,16,.484,-6.12,-5.33,9,7,10,4,4,11,2192,2170,,65.8,107.1,.343,.284,.547,49.2,56.4,7.6,8.9,.528,16.8,34.0,.216,-5.46,105.5,110.9,64.6,-.036,-5.86,100.3,106.2,-4.06
Southeastern Louisiana,29,12,17,.414,-11.94,-6.44,5,11,11,4,1,13,1738,1795,,65.4,90.0,.390,.278,.479,48.8,51.0,9.3,9.1,.453,19.7,32.4,.230,-13.46,86.5,99.9,63.0,+.011,-6.69,99.3,106.0,-4.72
Southern,31,17,14,.548,-16.17,-11.35,13,5,9,2,6,10,1879,1981,,66.0,90.7,.378,.287,.496,42.9,51.9,8.8,9.0,.455,18.7,24.4,.259,-16.73,90.0,106.7,63.4,+.113,-11.85,94.0,105.8,+1.64
Southern California,32,6,26,.188,-0.51,6.58,1,17,4,13,1,11,1683,1910,,60.8,85.8,.268,.283,.450,40.5,47.5,9.4,5.9,.426,15.4,23.7,.164,-4.69,91.2,95.9,59.8,-.099,+6.17,105.9,99.7,+2.16
Southern Illinois,31,8,23,.258,-3.51,3.12,5,13,6,8,2,11,1944,2144,,66.0,94.2,.357,.279,.486,46.8,51.2,11.1,9.6,.454,17.9,32.9,.229,-4.79,99.2,104.0,64.8,-.050,+4.14,104.9,100.7,-0.27
Southern Methodist,32,13,19,.406,-1.26,1.34,4,12,9,5,3,9,1909,1922,,60.3,97.4,.358,.473,.530,43.2,59.2,11.3,8.0,.500,18.3,24.9,.241,-2.92,98.0,100.9,59.3,-.030,+0.88,103.5,102.6,-3.00
Southern Mississippi,34,25,9,.735,7.79,3.61,11,5,15,0,7,6,2426,2212,,64.5,107.9,.394,.304,.517,50.9,45.7,9.1,8.1,.469,13.8,37.2,.290,+10.83,111.2,100.4,63.8,+.041,+4.41,104.7,100.3,+2.32
Southern Utah,31,14,17,.452,-6.22,-3.18,8,10,7,6,4,10,2038,2106,,64.6,100.6,.387,.173,.540,49.3,58.7,8.3,6.7,.499,18.6,32.2,.280,-6.27,98.3,104.6,62.8,+.015,-2.77,104.7,107.5,-6.72
St. Bonaventure,32,20,12,.625,8.25,2.84,10,6,11,2,6,8,2254,2081,,65.0,107.0,.421,.299,.557,51.8,57.7,8.8,11.5,.508,17.8,35.5,.320,+11.78,110.6,98.9,63.0,-.024,+3.83,104.9,101.1,+0.10
St. Francis (NY),30,15,15,.500,-6.02,-6.75,12,6,8,4,7,10,2084,2062,,70.1,98.7,.350,.399,.530,48.6,53.9,9.7,6.3,.502,19.8,32.6,.232,-4.11,97.5,101.6,68.1,-.027,-6.29,100.1,106.3,-5.63
St. John's (NY),32,13,19,.406,2.63,6.98,6,12,11,7,2,10,2129,2268,,67.3,98.5,.395,.256,.497,44.6,45.6,11.8,10.0,.456,17.5,35.7,.269,+1.20,103.9,102.7,66.2,+.033,+7.19,106.7,99.5,-2.66
Stanford,37,26,11,.703,12.64,3.99,10,8,17,3,5,6,2657,2337,,67.6,104.5,.377,.316,.535,50.5,50.6,9.7,9.2,.505,17.1,34.9,.251,+14.36,106.7,92.4,67.2,-.017,+2.50,104.2,101.7,-4.51
Stephen F. Austin,32,20,12,.625,-1.46,-5.67,12,4,12,3,7,6,1970,1741,,61.8,98.9,.401,.239,.511,53.4,61.0,11.5,8.7,.481,18.5,36.9,.254,+1.29,97.3,96.0,58.6,-.059,-6.16,98.2,104.4,-3.79
Stetson,29,9,20,.310,-7.48,-0.66,6,12,6,6,3,12,2089,2275,,72.0,98.8,.343,.402,.541,48.1,59.3,8.9,6.6,.510,21.0,33.5,.239,-7.50,100.7,108.2,70.4,-.010,+0.75,104.3,103.5,+4.19
Stony Brook,32,22,10,.688,-0.45,-6.22,14,2,13,1,7,8,2125,1892,,62.5,105.8,.313,.336,.514,53.6,46.0,8.8,5.4,.482,16.0,39.8,.217,+2.60,103.5,100.9,61.4,+.020,-7.28,98.9,106.2,-2.21
Syracuse,37,34,3,.919,21.12,8.02,17,1,19,0,9,1,2742,2257,,65.2,113.3,.329,.310,.550,46.7,56.1,14.0,19.4,.521,13.5,36.3,.230,+26.04,117.7,91.7,64.4,+.060,+7.98,107.0,99.0,-2.11
Temple,32,24,8,.750,10.44,4.94,13,3,10,1,10,4,2401,2225,,67.6,108.8,.342,.313,.563,48.4,57.3,10.4,10.1,.531,15.8,31.5,.246,+14.49,113.3,98.9,65.9,+.055,+6.10,106.5,100.4,+6.20
Tennessee,34,19,15,.559,9.49,6.58,10,6,15,4,4,8,2338,2216,,65.3,103.4,.378,.351,.536,50.3,53.9,8.5,10.9,.500,17.6,33.1,.266,+11.38,106.5,95.1,64.4,-.040,+6.23,106.9,100.7,-0.31
Tennessee State,33,20,13,.606,-3.06,-2.73,11,5,11,2,7,9,2250,2199,,66.6,100.5,.409,.331,.532,49.3,53.6,11.1,10.2,.494,19.6,35.2,.282,+0.12,101.1,101.0,65.3,+.087,-1.70,102.3,104.0,+2.81
Tennessee Tech,33,19,14,.576,-3.81,-3.06,9,7,9,5,7,8,2365,2357,,68.6,103.7,.428,.288,.555,49.2,54.7,9.9,6.4,.515,19.0,33.9,.305,-2.07,103.4,105.4,67.8,+.067,-2.21,102.6,104.8,-0.00
Tennessee-Martin,31,4,27,.129,-17.09,-3.15,0,16,2,12,2,15,1943,2327,,66.2,93.5,.349,.257,.491,45.6,57.5,9.0,6.0,.450,19.5,33.8,.245,-21.20,94.1,115.3,65.1,-.012,-1.78,101.8,103.6,+1.32
Texas,34,20,14,.588,14.00,8.12,9,9,15,3,4,7,2470,2270,,66.7,108.1,.426,.312,.533,49.6,50.1,10.1,9.7,.485,15.5,38.5,.312,+15.90,112.9,97.0,64.9,-.065,+8.45,107.8,99.4,-1.52
Texas A&M,32,14,18,.438,5.57,6.54,4,14,11,7,1,8,1956,1968,,63.3,96.2,.296,.290,.506,48.8,51.2,9.0,6.5,.480,18.7,32.1,.195,+5.07,101.4,96.4,61.4,-.050,+6.92,106.4,99.4,-10.59
Texas A&M-Corpus Christi,30,6,24,.200,-12.21,-3.04,4,12,3,9,3,13,1755,2030,,66.0,87.9,.379,.291,.470,45.1,55.3,8.6,10.1,.440,19.6,29.7,.227,-14.94,89.9,104.8,64.8,+.026,-2.65,100.7,103.4,+1.26
Texas Christian,33,18,15,.545,1.72,3.44,7,7,14,3,3,9,2382,2379,,68.9,102.8,.388,.355,.534,47.2,54.3,9.8,6.4,.498,16.9,30.5,.268,+0.76,106.3,105.6,67.9,+.085,+3.00,103.7,100.7,-2.58
Texas Southern,33,15,18,.455,-10.26,-8.68,12,6,9,1,4,16,2021,2073,,66.2,91.7,.450,.335,.503,47.4,48.4,12.6,12.5,.468,21.8,33.5,.284,-8.99,92.6,101.6,65.3,-.015,-9.31,96.2,105.5,+12.76
Texas State,30,13,17,.433,-8.66,-5.31,5,11,9,5,3,11,2292,2243,,74.7,102.2,.347,.369,.534,45.2,52.6,11.0,7.7,.499,17.1,31.4,.247,-8.95,100.5,109.4,71.9,-.058,-5.19,99.3,104.5,-3.05
Texas Tech,31,8,23,.258,-2.61,6.10,1,17,7,8,1,11,1844,2114,,65.4,90.6,.401,.271,.527,45.8,53.6,7.9,8.6,.486,23.2,26.8,.282,-6.18,95.1,101.3,64.1,-.014,+6.80,106.8,100.0,-6.94
Texas-Arlington,33,24,9,.727,3.35,-5.09,15,1,12,1,9,7,2537,2232,,72.2,106.1,.471,.343,.550,51.5,52.5,10.9,11.1,.508,18.7,36.9,.331,+5.10,105.4,100.3,70.8,+.021,-5.69,99.4,105.1,-1.80
Texas-El Paso,32,15,17,.469,2.92,2.85,7,9,11,5,1,11,2021,2019,,62.2,99.1,.390,.266,.537,47.3,61.5,7.4,7.8,.503,18.6,28.0,.266,+2.55,102.0,99.4,61.4,-.031,+2.19,103.4,101.3,+0.16
Texas-San Antonio,32,18,14,.563,-1.83,-4.40,10,6,8,5,8,8,2339,2168,,68.3,105.0,.365,.389,.562,45.9,54.6,11.8,9.4,.523,17.5,28.3,.271,-0.81,104.0,104.9,66.4,-.051,-4.09,99.9,104.0,+0.72
Toledo,36,19,17,.528,-3.35,-3.64,7,9,11,8,5,7,2500,2385,,66.2,104.9,.390,.307,.550,47.1,53.8,10.5,6.2,.511,17.7,32.9,.283,-3.41,103.4,106.8,65.7,-.014,-4.66,99.8,104.5,-6.78
Towson,32,1,31,.031,-16.71,1.54,1,17,1,13,0,15,1647,2231,,63.3,81.3,.409,.253,.436,49.5,45.0,8.7,12.4,.401,23.5,38.5,.240,-22.63,87.3,109.9,61.5,-.036,+2.73,103.9,101.1,+4.62
Troy,28,10,18,.357,-7.48,-0.85,5,11,6,7,4,10,1996,2122,,68.5,103.2,.256,.412,.506,45.7,49.9,9.7,10.1,.481,15.0,35.0,.173,-9.08,105.1,114.2,67.1,+.018,-0.80,101.8,102.6,+1.38
Tulane,31,15,16,.484,-0.12,-1.61,3,13,12,5,2,10,2002,1910,,64.3,99.7,.398,.333,.513,47.8,55.0,10.9,9.7,.478,16.8,31.3,.263,-2.70,97.9,100.6,64.7,-.071,-2.91,100.5,103.4,-14.36
Tulsa,31,17,14,.548,5.82,2.85,10,6,10,5,6,6,2093,2001,,64.3,102.2,.461,.294,.544,51.9,48.6,7.3,12.7,.507,19.2,33.8,.314,+7.75,106.3,98.5,63.8,-.074,+2.32,103.7,101.4,+1.71
UC-Davis,31,5,26,.161,-15.60,-2.63,3,13,4,8,1,14,1924,2307,,66.6,93.2,.328,.403,.516,43.3,56.1,7.3,5.8,.484,20.4,27.0,.224,-18.82,94.6,113.4,64.8,-.039,-2.40,102.2,104.7,-2.73
UC-Irvine,32,12,20,.375,-6.07,-1.24,6,10,8,6,3,11,2179,2309,,69.9,96.7,.318,.376,.509,46.7,63.5,6.9,10.4,.484,18.6,31.0,.203,-7.20,97.1,104.3,69.1,+.001,-1.26,103.3,104.5,+1.88
UC-Riverside,31,14,17,.452,-8.01,-2.22,7,9,8,5,5,9,1841,1954,,63.3,92.0,.298,.253,.483,45.6,45.0,7.4,11.4,.449,17.7,29.1,.206,-10.00,90.5,100.5,62.6,+.120,-2.14,102.8,104.9,+0.50
UC-Santa Barbara,31,20,11,.645,4.00,-1.38,12,4,11,3,7,7,2262,2059,,64.6,111.2,.342,.338,.554,51.1,57.4,8.5,13.5,.525,15.2,36.3,.237,+6.37,111.1,104.7,63.6,-.009,-1.45,102.8,104.3,+6.04
UCLA,33,19,14,.576,10.53,5.28,11,7,10,4,4,7,2263,2063,,65.2,105.2,.324,.246,.533,50.4,55.8,12.1,12.8,.507,15.7,33.5,.217,+11.85,108.8,96.9,64.7,-.074,+3.96,104.1,100.2,-0.61
University of California,34,24,10,.706,13.79,4.53,13,5,17,1,5,6,2419,2104,,66.3,107.3,.341,.229,.554,51.4,60.5,7.1,8.0,.517,15.8,32.1,.254,+16.37,111.3,94.9,65.7,-.007,+3.61,104.5,100.9,-1.83
Utah,31,6,25,.194,-9.31,5.49,3,15,6,9,0,12,1720,2161,,62.6,88.2,.346,.356,.494,42.9,52.8,8.2,7.1,.460,20.0,23.1,.231,-13.69,93.3,107.0,60.8,-.010,+5.41,106.1,100.7,-0.12
Utah State,37,21,16,.568,3.49,-0.37,8,6,17,5,4,10,2551,2400,,63.5,108.2,.406,.300,.567,48.8,55.5,6.2,8.6,.530,16.6,30.5,.292,+4.24,107.9,103.7,61.9,-.067,-2.04,102.8,104.8,-2.10
Utah Valley,33,20,13,.606,-6.53,-7.11,9,1,14,2,5,10,2305,2190,,67.3,102.6,.355,.310,.511,50.9,54.1,9.5,9.6,.473,15.6,34.5,.248,-6.71,99.5,106.2,64.6,+.044,-7.93,98.4,106.3,-3.11
VMI,33,17,16,.515,-9.43,-5.16,8,10,13,2,1,13,2631,2660,,75.0,105.9,.391,.443,.553,42.8,49.1,11.0,8.6,.515,15.6,27.5,.281,-9.53,102.1,111.7,72.7,+.073,-6.42,100.5,106.9,-4.75
Valparaiso,34,22,12,.647,0.61,0.02,14,4,14,3,8,8,2323,2223,,65.0,104.4,.434,.400,.573,48.7,59.3,9.2,7.7,.535,19.2,28.2,.310,+3.07,106.0,102.9,63.9,+.101,+0.67,102.7,102.1,+2.25
